A,B,Condition
75,1,Meditation
55,0,Meditation
37,0,Meditation
37,0,Meditation
44,0,Meditation
44,15,Meditation
30,0,Meditation
95,3,Meditation
31,15,Meditation
54,24,Meditation
63,0,Meditation
62,0,Meditation
43,0,Meditation
39,0,Meditation
43,0,Meditation
29,0,Meditation
47,0,Meditation
54,14,Meditation
55,0,Meditation
63,0,Meditation
31,0,Meditation
45,0,Meditation
63,0,Meditation
78,0,Meditation
38,2,Meditation
62,1,Meditation
55,0,Meditation
39,17,Meditation
95,0,Meditation
63,0,Meditation
44,0,Meditation
53,6,Meditation
47,5,Meditation
42,0,Meditation
47,0,Meditation
46,0,Meditation
47,19,Meditation
44,0,Meditation
47,0,Meditation
54,0,Meditation
31,0,Meditation
45,0,Meditation
111,0,Meditation
44,0,Meditation
31,0,Meditation
62,2,Meditation
55,0,Meditation
63,0,Meditation
31,0,Meditation
31,5,Meditation
111,0,Meditation
60,1,Meditation
26,0,Meditation
55,0,Meditation
28,4,Meditation
59,0,Meditation
43,0,Meditation
95,5,Meditation
55,0,Meditation
47,0,Meditation
63,5,Meditation
47,0,Meditation
59,0,Meditation
63,3,Meditation
95,0,Meditation
31,0,Meditation
63,0,Meditation
63,0,Meditation
31,0,Meditation
61,1,Meditation
31,0,Meditation
63,0,Meditation
47,0,Meditation
43,0,Meditation
63,0,Meditation
61,0,Meditation
79,0,Meditation
58,1,Meditation
31,0,Meditation
39,0,Meditation
27,0,Meditation
42,0,Meditation
31,0,Meditation
62,0,Meditation
63,0,Meditation
44,0,Meditation
39,0,Meditation
55,2,Meditation
53,1,Meditation
39,0,Meditation
54,1,Meditation
38,0,Meditation
47,0,Meditation
27,0,Meditation
39,3,Meditation
47,0,Meditation
79,4,Meditation
79,1,Meditation
111,0,Meditation
54,0,Meditation
53,29,Meditation
38,0,Meditation
63,0,Meditation
39,10,Meditation
63,0,Meditation
62,2,Meditation
63,2,Meditation
31,10,Meditation
43,0,Meditation
39,9,Meditation
43,0,Meditation
63,0,Meditation
79,4,Meditation
47,0,Meditation
31,0,Meditation
45,0,Meditation
43,0,Meditation
63,2,Meditation
59,0,Meditation
111,1,Meditation
31,1,Meditation
47,0,Meditation
127,0,Meditation
63,0,Meditation
62,1,Meditation
55,19,Meditation
59,0,Meditation
75,1,Meditation
55,0,Meditation
95,16,Meditation
51,0,Meditation
47,0,Meditation
47,10,Meditation
43,11,Meditation
31,13,Meditation
39,0,Meditation
45,0,Multiplication
42,0,Multiplication
77,0,Multiplication
59,7,Multiplication
75,0,Multiplication
75,4,Multiplication
62,0,Multiplication
63,0,Multiplication
31,6,Multiplication
55,0,Multiplication
47,0,Multiplication
43,3,Multiplication
37,3,Multiplication
46,0,Multiplication
52,0,Multiplication
46,4,Multiplication
43,0,Multiplication
31,0,Multiplication
43,14,Multiplication
52,0,Multiplication
39,2,Multiplication
79,0,Multiplication
42,2,Multiplication
47,18,Multiplication
63,0,Multiplication
47,0,Multiplication
29,4,Multiplication
31,8,Multiplication
53,22,Multiplication
63,0,Multiplication
47,0,Multiplication
77,0,Multiplication
31,1,Multiplication
63,2,Multiplication
63,3,Multiplication
44,0,Multiplication
28,0,Multiplication
58,0,Multiplication
38,3,Multiplication
45,17,Multiplication
93,2,Multiplication
63,0,Multiplication
47,0,Multiplication
63,1,Multiplication
63,1,Multiplication
63,6,Multiplication
19,0,Multiplication
75,0,Multiplication
91,3,Multiplication
39,0,Multiplication
78,3,Multiplication
60,0,Multiplication
63,2,Multiplication
87,0,Multiplication
79,3,Multiplication
79,0,Multiplication
47,0,Multiplication
39,0,Multiplication
47,10,Multiplication
111,3,Multiplication
41,0,Multiplication
47,0,Multiplication
95,1,Multiplication
63,3,Multiplication
46,0,Multiplication
28,0,Multiplication
39,0,Multiplication
31,99,Multiplication
63,1,Multiplication
23,0,Multiplication
55,0,Multiplication
45,0,Multiplication
42,0,Multiplication
47,0,Multiplication
79,0,Multiplication
62,0,Multiplication
47,0,Multiplication
63,4,Multiplication
63,1,Multiplication
60,0,Multiplication
31,0,Multiplication
47,0,Multiplication
63,2,Multiplication
43,17,Multiplication
27,18,Multiplication
63,3,Multiplication
43,0,Multiplication
53,23,Multiplication
63,1,Multiplication
42,0,Multiplication
78,2,Multiplication
53,0,Multiplication
159,0,Multiplication
55,23,Multiplication
47,11,Multiplication
55,29,Multiplication
54,13,Multiplication
111,0,Multiplication
38,0,Multiplication
31,2,Multiplication
55,0,Multiplication
59,2,Multiplication
63,6,Multiplication
95,0,Multiplication
39,0,Multiplication
111,1,Multiplication
55,0,Multiplication
63,1,Multiplication
77,0,Multiplication
76,0,Multiplication
37,2,Multiplication
61,3,Multiplication
31,0,Multiplication
45,16,Multiplication
78,2,Multiplication
30,0,Multiplication
79,29,Multiplication
26,1,Multiplication
31,6,Multiplication
54,5,Multiplication
42,0,Multiplication
43,0,Multiplication
87,1,Multiplication
39,2,Multiplication
43,12,Multiplication
95,2,Multiplication
54,25,Multiplication
63,5,Multiplication
76,0,Multiplication
61,3,Multiplication
31,5,Multiplication
29,0,Multiplication
39,0,Multiplication
47,0,Multiplication
27,0,Multiplication
55,0,Multiplication
39,0,Multiplication
55,4,Multiplication
47,10,Multiplication
63,0,Multiplication
26,3,Multiplication
54,8,Multiplication
75,0,Multiplication
55,1,Multiplication
37,0,Multiplication
75,0,Multiplication
61,1,Multiplication
47,0,Multiplication
30,0,Multiplication
39,0,Multiplication
31,3,Multiplication
60,1,Multiplication
39,0,Multiplication
31,0,Multiplication
87,4,Multiplication
26,0,Multiplication
29,0,Multiplication
55,1,Multiplication
63,0,Multiplication
31,1,Multiplication
44,0,Multiplication
27,1,Multiplication
63,2,Multiplication
62,1,Multiplication
47,0,Multiplication
63,1,Multiplication
79,5,Multiplication
63,0,Multiplication
28,0,Multiplication
39,6,Multiplication
31,1,Multiplication
38,0,Multiplication
55,4,Multiplication
63,0,Multiplication
63,4,Multiplication
31,4,Multiplication
39,0,Multiplication
63,2,Multiplication
59,0,Multiplication
43,0,Multiplication
61,9,Multiplication
63,0,Multiplication
55,0,Multiplication
61,0,Multiplication
39,1,Multiplication
45,0,Multiplication
42,0,Multiplication
42,0,Multiplication
46,0,Multiplication
47,2,Multiplication
127,0,Multiplication
63,3,Multiplication
31,0,Multiplication
55,0,Multiplication
75,3,Multiplication
63,0,Multiplication
43,0,Multiplication
79,0,Multiplication
37,0,Multiplication
39,10,Multiplication
47,0,Meditation
63,2,Meditation
95,0,Meditation
95,3,Meditation
59,0,Meditation
41,13,Meditation
30,0,Meditation
47,0,Meditation
59,1,Meditation
39,0,Meditation
59,0,Meditation
95,0,Meditation
47,1,Meditation
79,0,Meditation
26,8,Meditation
31,19,Meditation
53,0,Meditation
95,4,Meditation
54,0,Meditation
53,0,Meditation
55,1,Meditation
31,0,Meditation
55,26,Meditation
52,20,Meditation
47,0,Meditation
38,0,Meditation
62,1,Meditation
55,2,Meditation
28,0,Meditation
63,0,Meditation
37,0,Meditation
62,0,Meditation
95,0,Meditation
62,5,Meditation
61,1,Meditation
61,0,Meditation
27,0,Meditation
63,0,Meditation
79,1,Meditation
63,0,Meditation
38,0,Meditation
53,0,Meditation
46,0,Meditation
55,0,Meditation
63,3,Meditation
37,15,Meditation
30,0,Meditation
39,0,Meditation
91,2,Meditation
39,0,Meditation
41,0,Meditation
59,0,Meditation
45,0,Meditation
45,16,Meditation
31,8,Meditation
60,0,Meditation
63,1,Meditation
63,0,Meditation
20,0,Meditation
63,3,Meditation
47,0,Meditation
127,1,Meditation
63,0,Meditation
55,0,Meditation
43,0,Meditation
55,0,Meditation
61,2,Meditation
26,19,Meditation
63,0,Meditation
63,0,Meditation
47,0,Meditation
79,0,Meditation
58,0,Meditation
55,6,Meditation
59,0,Meditation
55,0,Meditation
47,0,Meditation
31,0,Meditation
46,0,Meditation
63,0,Meditation
79,2,Meditation
63,2,Meditation
63,3,Meditation
94,26,Meditation
43,0,Meditation
43,0,Meditation
31,0,Meditation
46,0,Meditation
59,0,Meditation
39,0,Meditation
55,3,Meditation
43,0,Meditation
39,0,Meditation
42,0,Meditation
28,40,Meditation
31,0,Meditation
39,1,Meditation
54,18,Meditation
63,0,Meditation
111,0,Meditation
93,0,Meditation
62,0,Meditation
47,0,Meditation
79,2,Meditation
47,0,Meditation
63,0,Meditation
47,0,Meditation
95,0,Meditation
111,32,Meditation
30,0,Meditation
27,3,Meditation
95,0,Meditation
63,0,Meditation
31,0,Meditation
63,0,Meditation
42,20,Meditation
63,0,Meditation
31,4,Meditation
55,8,Meditation
54,0,Meditation
27,0,Meditation
30,19,Meditation
63,4,Meditation
47,11,Meditation
31,0,Meditation
27,9,Meditation
43,0,Meditation
47,0,Meditation
30,0,Meditation
63,0,Meditation
63,0,Meditation
31,6,Meditation
91,0,Meditation
37,5,Meditation
53,0,Meditation
63,0,Meditation
62,0,Meditation
31,0,Meditation
74,0,Meditation
54,7,Meditation
39,9,Meditation
42,0,Meditation
127,0,Meditation
43,0,Meditation
63,0,Meditation
63,6,Meditation
46,0,Meditation
63,4,Meditation
58,4,Meditation
39,0,Meditation
75,0,Meditation
47,0,Meditation
78,0,Meditation
79,4,Meditation
95,29,Meditation
31,7,Meditation
47,19,Meditation
44,14,Meditation
39,0,Meditation
79,0,Meditation
46,15,Meditation
63,0,Meditation
53,0,Meditation
59,3,Meditation
47,0,Meditation
29,10,Meditation
59,0,Meditation
47,15,Meditation
27,5,Meditation
63,0,Meditation
58,15,Meditation
52,0,Meditation
47,2,Meditation
63,0,Meditation
55,0,Meditation
63,1,Meditation
39,0,Meditation
63,0,Meditation
79,0,Meditation
47,0,Meditation
62,0,Meditation
63,3,Meditation
63,0,Meditation
63,0,Meditation
31,1,Meditation
47,7,Meditation
39,0,Meditation
52,0,Meditation
46,3,Meditation
79,0,Meditation
55,0,Meditation
46,0,Meditation
31,1,Meditation
44,0,Meditation
55,0,Meditation
53,0,Meditation
45,18,Meditation
31,3,Meditation
44,0,Meditation
79,0,Meditation
26,0,Multiplication
47,0,Multiplication
111,0,Multiplication
63,4,Multiplication
54,27,Multiplication
62,0,Multiplication
60,0,Multiplication
87,0,Multiplication
44,0,Multiplication
47,0,Multiplication
47,0,Multiplication
39,0,Multiplication
79,0,Multiplication
78,4,Multiplication
54,0,Multiplication
111,0,Multiplication
44,9,Multiplication
79,2,Multiplication
63,1,Multiplication
31,0,Multiplication
47,13,Multiplication
47,1,Multiplication
111,0,Multiplication
63,1,Multiplication
74,0,Multiplication
55,1,Multiplication
47,0,Multiplication
47,0,Multiplication
31,0,Multiplication
47,0,Multiplication
61,2,Multiplication
31,4,Multiplication
79,2,Multiplication
31,0,Multiplication
79,4,Multiplication
42,17,Multiplication
87,3,Multiplication
75,4,Multiplication
63,1,Multiplication
31,19,Multiplication
31,0,Multiplication
61,6,Multiplication
55,1,Multiplication
55,0,Multiplication
55,0,Multiplication
61,0,Multiplication
39,0,Multiplication
63,0,Multiplication
37,2,Multiplication
63,2,Multiplication
58,2,Multiplication
63,0,Multiplication
63,3,Multiplication
47,0,Multiplication
63,1,Multiplication
55,0,Multiplication
39,0,Multiplication
47,0,Multiplication
75,0,Multiplication
78,4,Multiplication
59,0,Multiplication
29,3,Multiplication
47,0,Multiplication
79,1,Multiplication
52,2,Multiplication
30,2,Multiplication
63,2,Multiplication
77,0,Multiplication
31,1,Multiplication
19,0,Multiplication
55,0,Multiplication
62,0,Multiplication
39,0,Multiplication
37,8,Multiplication
79,0,Multiplication
63,0,Multiplication
47,19,Multiplication
63,0,Multiplication
31,0,Multiplication
95,1,Multiplication
58,0,Multiplication
63,0,Multiplication
31,0,Multiplication
78,0,Multiplication
63,0,Multiplication
55,26,Multiplication
47,0,Multiplication
47,18,Multiplication
29,0,Multiplication
31,0,Multiplication
95,0,Multiplication
94,0,Multiplication
79,2,Multiplication
63,0,Multiplication
79,1,Multiplication
63,0,Multiplication
94,0,Multiplication
47,0,Multiplication
46,8,Multiplication
63,0,Multiplication
39,3,Multiplication
55,2,Multiplication
63,7,Multiplication
31,19,Multiplication
63,1,Multiplication
28,0,Multiplication
55,28,Multiplication
47,0,Multiplication
46,0,Multiplication
47,11,Multiplication
94,5,Multiplication
111,1,Multiplication
44,0,Multiplication
31,0,Multiplication
31,0,Multiplication
55,0,Multiplication
46,22,Multiplication
127,0,Multiplication
55,0,Multiplication
31,0,Multiplication
31,6,Multiplication
95,0,Multiplication
39,0,Multiplication
47,9,Multiplication
63,0,Multiplication
47,0,Multiplication
43,0,Multiplication
47,0,Multiplication
63,5,Multiplication
127,2,Multiplication
46,11,Multiplication
63,0,Multiplication
45,7,Multiplication
76,0,Multiplication
31,2,Multiplication
47,0,Multiplication
42,0,Multiplication
44,0,Multiplication
30,0,Multiplication
31,0,Multiplication
79,26,Multiplication
95,4,Multiplication
55,25,Multiplication
31,0,Multiplication
30,1,Multiplication
47,0,Multiplication
58,0,Multiplication
42,0,Multiplication
63,3,Multiplication
95,1,Multiplication
28,3,Multiplication
29,0,Multiplication
43,0,Multiplication
125,0,Multiplication
95,31,Multiplication
55,21,Multiplication
31,0,Multiplication
54,0,Multiplication
47,1,Multiplication
31,8,Multiplication
31,0,Multiplication
47,15,Multiplication
28,0,Multiplication
47,0,Multiplication
61,5,Multiplication
61,0,Multiplication
87,3,Multiplication
59,0,Multiplication
31,1,Multiplication
39,0,Multiplication
28,4,Multiplication
63,0,Multiplication
42,12,Multiplication
46,0,Multiplication
18,0,Multiplication
46,0,Multiplication
75,4,Multiplication
63,1,Multiplication
39,0,Multiplication
75,0,Multiplication
61,6,Multiplication
63,1,Multiplication
47,0,Multiplication
79,1,Multiplication
51,21,Multiplication
63,0,Multiplication
79,4,Multiplication
47,1,Multiplication
30,5,Multiplication
47,0,Multiplication
95,0,Multiplication
29,0,Multiplication
78,3,Multiplication
37,0,Multiplication
63,0,Multiplication
44,0,Multiplication
59,0,Multiplication
95,0,Multiplication
31,0,Multiplication
62,0,Multiplication
38,0,Meditation
53,0,Meditation
63,0,Meditation
30,0,Meditation
47,0,Meditation
27,0,Meditation
37,0,Meditation
52,0,Meditation
28,0,Meditation
43,13,Meditation
30,24,Meditation
44,0,Meditation
111,0,Meditation
38,3,Meditation
47,8,Meditation
59,0,Meditation
63,0,Meditation
47,24,Meditation
39,10,Meditation
45,15,Meditation
31,7,Meditation
59,0,Meditation
31,11,Meditation
79,2,Meditation
31,6,Meditation
46,25,Meditation
42,0,Meditation
45,0,Meditation
38,3,Meditation
47,2,Meditation
59,0,Meditation
87,0,Meditation
63,1,Meditation
30,0,Meditation
31,0,Meditation
78,0,Meditation
27,19,Meditation
119,0,Meditation
47,0,Meditation
39,4,Meditation
41,16,Meditation
60,0,Meditation
43,0,Meditation
59,3,Meditation
27,18,Meditation
75,0,Meditation
45,0,Meditation
63,41,Meditation
63,0,Meditation
41,0,Meditation
39,0,Meditation
23,2,Meditation
47,6,Meditation
25,19,Meditation
63,2,Meditation
75,0,Meditation
47,0,Meditation
79,0,Meditation
31,4,Meditation
55,3,Meditation
53,0,Meditation
45,0,Meditation
63,4,Meditation
37,18,Meditation
63,0,Meditation
26,1,Meditation
31,0,Meditation
31,19,Meditation
63,2,Meditation
38,0,Meditation
47,0,Meditation
79,0,Meditation
47,1,Meditation
31,12,Meditation
39,12,Meditation
43,0,Meditation
63,0,Meditation
27,0,Meditation
47,0,Meditation
47,10,Meditation
31,7,Meditation
31,0,Meditation
63,0,Meditation
39,14,Meditation
95,0,Meditation
55,0,Meditation
51,0,Meditation
63,2,Meditation
31,0,Meditation
54,0,Meditation
63,1,Meditation
47,25,Meditation
31,5,Meditation
54,15,Meditation
47,0,Meditation
59,0,Meditation
79,3,Meditation
47,0,Meditation
54,0,Meditation
42,0,Meditation
63,1,Meditation
87,1,Meditation
63,0,Meditation
63,0,Meditation
47,24,Meditation
55,0,Meditation
27,4,Meditation
79,1,Meditation
42,0,Meditation
45,0,Meditation
95,0,Meditation
31,5,Meditation
55,0,Meditation
47,23,Meditation
55,25,Meditation
26,19,Meditation
39,0,Meditation
45,0,Meditation
111,0,Meditation
63,0,Meditation
38,0,Meditation
27,28,Meditation
39,0,Meditation
45,18,Meditation
95,30,Meditation
77,0,Meditation
63,1,Meditation
63,0,Meditation
43,0,Meditation
63,0,Meditation
39,5,Meditation
53,10,Meditation
60,0,Meditation
47,0,Meditation
29,0,Meditation
31,5,Meditation
78,0,Meditation
63,0,Meditation
78,0,Meditation
63,0,Meditation
54,0,Meditation
41,11,Meditation
60,0,Meditation
39,12,Meditation
58,0,Meditation
95,5,Meditation
39,9,Meditation
79,32,Meditation
63,6,Meditation
53,14,Meditation
43,12,Meditation
31,0,Meditation
62,1,Meditation
47,0,Meditation
46,17,Meditation
78,0,Meditation
119,1,Meditation
27,4,Meditation
63,0,Meditation
77,0,Meditation
61,0,Meditation
59,1,Meditation
31,0,Meditation
26,0,Meditation
58,0,Meditation
42,17,Meditation
119,1,Meditation
25,0,Meditation
31,2,Meditation
28,0,Meditation
37,5,Meditation
63,0,Meditation
54,0,Meditation
31,10,Meditation
31,0,Meditation
63,0,Meditation
63,2,Meditation
39,1,Meditation
79,2,Meditation
47,0,Meditation
87,3,Meditation
47,0,Meditation
39,1,Meditation
44,0,Meditation
76,2,Meditation
30,3,Meditation
79,0,Meditation
127,1,Meditation
31,19,Meditation
47,0,Meditation
29,3,Meditation
39,4,Meditation
31,0,Meditation
39,5,Meditation
47,2,Meditation
63,0,Meditation
95,18,Meditation
95,0,Meditation
47,0,Meditation
31,4,Meditation
79,0,Multiplication
29,1,Multiplication
63,0,Multiplication
87,5,Multiplication
39,2,Multiplication
31,0,Multiplication
31,0,Multiplication
62,1,Multiplication
55,24,Multiplication
87,1,Multiplication
63,1,Multiplication
41,10,Multiplication
63,0,Multiplication
55,0,Multiplication
47,24,Multiplication
31,19,Multiplication
59,5,Multiplication
46,0,Multiplication
59,16,Multiplication
52,0,Multiplication
29,1,Multiplication
95,3,Multiplication
63,0,Multiplication
53,0,Multiplication
58,0,Multiplication
17,0,Multiplication
38,0,Multiplication
111,0,Multiplication
45,15,Multiplication
111,0,Multiplication
95,0,Multiplication
31,0,Multiplication
27,0,Multiplication
39,11,Multiplication
42,0,Multiplication
63,0,Multiplication
79,0,Multiplication
43,0,Multiplication
53,0,Multiplication
42,0,Multiplication
87,0,Multiplication
79,1,Multiplication
111,4,Multiplication
28,0,Multiplication
95,0,Multiplication
47,7,Multiplication
39,0,Multiplication
63,4,Multiplication
63,5,Multiplication
52,0,Multiplication
55,0,Multiplication
46,0,Multiplication
52,9,Multiplication
21,0,Multiplication
31,5,Multiplication
62,0,Multiplication
59,1,Multiplication
27,2,Multiplication
30,7,Multiplication
31,0,Multiplication
125,0,Multiplication
31,6,Multiplication
31,0,Multiplication
27,0,Multiplication
63,2,Multiplication
79,3,Multiplication
95,2,Multiplication
30,4,Multiplication
31,2,Multiplication
38,0,Multiplication
39,9,Multiplication
53,7,Multiplication
39,0,Multiplication
95,0,Multiplication
28,3,Multiplication
31,4,Multiplication
41,15,Multiplication
37,0,Multiplication
53,0,Multiplication
79,4,Multiplication
39,3,Multiplication
47,0,Multiplication
31,2,Multiplication
25,35,Multiplication
63,4,Multiplication
63,0,Multiplication
47,0,Multiplication
54,0,Multiplication
30,35,Multiplication
39,2,Multiplication
111,0,Multiplication
41,10,Multiplication
31,8,Multiplication
75,0,Multiplication
47,0,Multiplication
63,0,Multiplication
55,25,Multiplication
63,0,Multiplication
63,0,Multiplication
119,5,Multiplication
31,13,Multiplication
95,0,Multiplication
39,5,Multiplication
46,0,Multiplication
47,8,Multiplication
77,26,Multiplication
95,1,Multiplication
95,0,Multiplication
92,4,Multiplication
87,0,Multiplication
46,0,Multiplication
79,3,Multiplication
63,0,Multiplication
78,0,Multiplication
55,0,Multiplication
47,0,Multiplication
95,0,Multiplication
45,0,Multiplication
55,1,Multiplication
59,0,Multiplication
47,0,Multiplication
78,2,Multiplication
38,0,Multiplication
58,4,Multiplication
28,0,Multiplication
63,1,Multiplication
127,0,Multiplication
45,0,Multiplication
53,7,Multiplication
61,2,Multiplication
63,0,Multiplication
62,1,Multiplication
63,1,Multiplication
59,0,Multiplication
31,3,Multiplication
39,0,Multiplication
79,0,Multiplication
55,0,Multiplication
61,0,Multiplication
39,0,Multiplication
54,0,Multiplication
43,15,Multiplication
78,4,Multiplication
55,0,Multiplication
45,0,Multiplication
63,0,Multiplication
111,1,Multiplication
63,0,Multiplication
47,3,Multiplication
39,0,Multiplication
31,0,Multiplication
91,3,Multiplication
62,0,Multiplication
39,12,Multiplication
31,0,Multiplication
46,0,Multiplication
55,0,Multiplication
42,0,Multiplication
53,0,Multiplication
31,19,Multiplication
47,0,Multiplication
31,2,Multiplication
30,4,Multiplication
44,0,Multiplication
79,0,Multiplication
63,3,Multiplication
45,19,Multiplication
77,4,Multiplication
63,1,Multiplication
79,0,Multiplication
45,0,Multiplication
39,1,Multiplication
26,1,Multiplication
42,17,Multiplication
43,0,Multiplication
37,0,Multiplication
31,2,Multiplication
31,2,Multiplication
39,15,Multiplication
95,0,Multiplication
47,22,Multiplication
53,26,Multiplication
31,16,Multiplication
47,0,Multiplication
55,1,Multiplication
63,2,Multiplication
45,14,Multiplication
47,0,Multiplication
29,1,Multiplication
28,0,Multiplication
39,5,Multiplication
42,0,Multiplication
47,0,Multiplication
63,2,Multiplication
47,24,Multiplication
55,21,Multiplication
37,18,Multiplication
47,2,Multiplication
159,0,Multiplication
26,22,Multiplication
28,1,Meditation
75,0,Meditation
20,0,Meditation
31,0,Meditation
63,3,Meditation
47,3,Meditation
127,0,Meditation
31,5,Meditation
31,2,Meditation
31,3,Meditation
27,0,Meditation
63,2,Meditation
31,28,Meditation
39,0,Meditation
47,23,Meditation
53,0,Meditation
79,0,Meditation
42,0,Meditation
55,3,Meditation
94,0,Meditation
28,0,Meditation
30,0,Meditation
30,0,Meditation
59,3,Meditation
63,0,Meditation
47,2,Meditation
63,2,Meditation
47,0,Meditation
159,0,Meditation
111,0,Meditation
53,0,Meditation
42,0,Meditation
63,0,Meditation
38,10,Meditation
60,0,Meditation
52,0,Meditation
39,0,Meditation
95,0,Meditation
43,0,Meditation
78,0,Meditation
95,5,Meditation
39,0,Meditation
61,9,Meditation
55,6,Meditation
39,0,Meditation
75,0,Meditation
31,0,Meditation
55,1,Meditation
63,0,Meditation
127,1,Meditation
55,0,Meditation
63,4,Meditation
75,0,Meditation
53,0,Meditation
28,18,Meditation
87,21,Meditation
91,1,Meditation
47,0,Meditation
47,11,Meditation
54,0,Meditation
63,3,Meditation
47,0,Meditation
55,5,Meditation
63,1,Meditation
59,0,Meditation
27,0,Meditation
79,4,Meditation
63,0,Meditation
55,1,Meditation
61,1,Meditation
18,0,Meditation
39,0,Meditation
37,7,Meditation
60,0,Meditation
27,0,Meditation
46,0,Meditation
46,0,Meditation
47,0,Meditation
43,0,Meditation
43,0,Meditation
37,2,Meditation
63,0,Meditation
46,0,Meditation
47,0,Meditation
61,1,Meditation
39,0,Meditation
61,2,Meditation
44,0,Meditation
87,3,Meditation
87,3,Meditation
39,8,Meditation
63,3,Meditation
59,0,Meditation
47,13,Meditation
63,3,Meditation
39,6,Meditation
31,0,Meditation
42,0,Meditation
63,1,Meditation
55,0,Meditation
31,1,Meditation
39,10,Meditation
39,0,Meditation
79,1,Meditation
55,4,Meditation
63,0,Meditation
55,0,Meditation
54,25,Meditation
55,0,Meditation
54,0,Meditation
55,0,Meditation
47,12,Meditation
39,9,Meditation
53,9,Meditation
31,0,Meditation
63,0,Meditation
79,0,Meditation
95,0,Meditation
39,0,Meditation
55,0,Meditation
60,0,Meditation
31,0,Meditation
47,0,Meditation
47,15,Meditation
38,8,Meditation
47,0,Meditation
31,4,Meditation
79,2,Meditation
39,1,Meditation
39,0,Meditation
76,0,Meditation
77,2,Meditation
119,2,Meditation
79,0,Meditation
54,11,Meditation
55,0,Meditation
31,1,Meditation
37,18,Meditation
47,16,Meditation
54,0,Meditation
31,0,Meditation
63,0,Meditation
44,0,Meditation
62,4,Meditation
111,0,Meditation
38,0,Meditation
55,0,Meditation
53,0,Meditation
79,0,Meditation
47,16,Meditation
55,0,Meditation
26,18,Meditation
91,0,Meditation
42,7,Meditation
78,0,Meditation
43,4,Meditation
47,3,Meditation
54,3,Meditation
58,2,Meditation
87,5,Meditation
31,1,Meditation
59,10,Meditation
44,0,Meditation
54,0,Meditation
31,0,Meditation
46,0,Meditation
63,0,Meditation
87,1,Meditation
42,0,Meditation
59,0,Meditation
25,0,Meditation
39,0,Meditation
31,4,Meditation
63,3,Meditation
42,1,Meditation
27,5,Meditation
42,0,Meditation
63,2,Meditation
30,18,Meditation
51,13,Meditation
63,4,Meditation
31,0,Meditation
77,0,Meditation
47,0,Meditation
79,0,Meditation
39,3,Meditation
63,7,Meditation
77,0,Meditation
63,3,Meditation
31,0,Meditation
95,0,Meditation
25,6,Meditation
47,3,Meditation
127,0,Meditation
39,7,Meditation
58,33,Meditation
58,7,Meditation
43,0,Meditation
39,0,Meditation
38,0,Meditation
