Channel1,Channel2,Condition
53,20,Multiplication
63,0,Multiplication
51,18,Multiplication
95,3,Multiplication
28,2,Multiplication
55,1,Multiplication
42,2,Multiplication
27,0,Multiplication
54,3,Multiplication
63,0,Multiplication
42,0,Multiplication
31,0,Multiplication
37,3,Multiplication
63,0,Multiplication
47,0,Multiplication
95,0,Multiplication
127,0,Multiplication
79,4,Multiplication
63,0,Multiplication
55,0,Multiplication
77,1,Multiplication
111,2,Multiplication
31,16,Multiplication
63,5,Multiplication
31,3,Multiplication
63,3,Multiplication
52,20,Multiplication
42,0,Multiplication
55,0,Multiplication
47,0,Multiplication
127,2,Multiplication
26,16,Multiplication
59,0,Multiplication
63,0,Multiplication
61,1,Multiplication
37,3,Multiplication
30,0,Multiplication
47,0,Multiplication
47,0,Multiplication
111,4,Multiplication
53,0,Multiplication
43,12,Multiplication
31,0,Multiplication
63,2,Multiplication
46,0,Multiplication
39,0,Multiplication
47,0,Multiplication
55,6,Multiplication
63,0,Multiplication
63,5,Multiplication
38,7,Multiplication
61,0,Multiplication
61,0,Multiplication
31,2,Multiplication
127,0,Multiplication
55,15,Multiplication
55,0,Multiplication
39,0,Multiplication
39,5,Multiplication
46,0,Multiplication
55,3,Multiplication
55,0,Multiplication
63,3,Multiplication
39,28,Multiplication
47,13,Multiplication
63,0,Multiplication
31,2,Multiplication
31,0,Multiplication
39,2,Multiplication
63,4,Multiplication
87,0,Multiplication
53,29,Multiplication
43,6,Multiplication
31,1,Multiplication
62,0,Multiplication
27,16,Multiplication
42,0,Multiplication
44,0,Multiplication
77,2,Multiplication
58,3,Multiplication
31,0,Multiplication
46,16,Multiplication
29,0,Multiplication
63,0,Multiplication
44,0,Multiplication
76,3,Multiplication
31,17,Multiplication
42,0,Multiplication
31,0,Multiplication
79,4,Multiplication
31,0,Multiplication
52,6,Multiplication
31,16,Multiplication
39,0,Multiplication
62,0,Multiplication
79,0,Multiplication
87,17,Multiplication
43,0,Multiplication
75,0,Multiplication
43,11,Multiplication
47,0,Multiplication
43,0,Multiplication
31,17,Multiplication
31,0,Multiplication
12,0,Multiplication
28,0,Multiplication
55,1,Multiplication
79,4,Multiplication
63,0,Multiplication
39,7,Multiplication
46,0,Multiplication
37,5,Multiplication
63,3,Multiplication
63,1,Multiplication
111,26,Multiplication
53,0,Multiplication
47,0,Multiplication
42,0,Multiplication
63,10,Multiplication
31,0,Multiplication
54,4,Multiplication
39,13,Multiplication
23,2,Multiplication
31,0,Multiplication
63,0,Multiplication
47,0,Multiplication
62,0,Multiplication
31,8,Multiplication
63,0,Multiplication
54,2,Multiplication
39,0,Multiplication
53,0,Multiplication
46,14,Multiplication
63,1,Multiplication
47,0,Multiplication
59,4,Multiplication
63,1,Multiplication
43,0,Multiplication
47,0,Multiplication
37,0,Multiplication
45,0,Multiplication
43,0,Multiplication
54,0,Multiplication
27,1,Multiplication
45,1,Multiplication
31,1,Multiplication
39,0,Multiplication
62,6,Multiplication
39,0,Multiplication
47,0,Multiplication
55,1,Multiplication
39,0,Multiplication
39,0,Multiplication
79,4,Multiplication
60,0,Multiplication
59,1,Multiplication
43,0,Multiplication
59,0,Multiplication
31,16,Multiplication
29,0,Multiplication
42,0,Multiplication
31,0,Multiplication
25,46,Multiplication
46,0,Multiplication
61,1,Multiplication
55,0,Multiplication
79,0,Multiplication
61,1,Multiplication
28,1,Multiplication
55,0,Multiplication
39,0,Multiplication
45,16,Multiplication
47,0,Multiplication
63,0,Multiplication
39,14,Multiplication
53,9,Multiplication
47,19,Multiplication
62,3,Multiplication
43,0,Multiplication
95,0,Multiplication
111,1,Multiplication
47,16,Multiplication
53,0,Multiplication
55,11,Multiplication
31,0,Multiplication
55,0,Multiplication
47,3,Multiplication
55,3,Multiplication
44,11,Multiplication
22,0,Multiplication
63,0,Multiplication
127,0,Multiplication
63,3,Multiplication
63,0,Multiplication
42,0,Multiplication
63,0,Multiplication
63,0,Multiplication
31,0,Multiplication
79,2,Multiplication
54,2,Multiplication
31,0,Multiplication
58,0,Multiplication
26,0,Multiplication
55,2,Multiplication
95,0,Multiplication
31,6,Multiplication
41,0,Multiplication
47,9,Multiplication
95,0,Multiplication
39,15,Multiplication
95,26,Multiplication
27,0,Multiplication
94,1,Multiplication
79,2,Multiplication
31,0,Multiplication
31,0,Multiplication
63,0,Multiplication
95,0,Multiplication
46,0,Multiplication
79,4,Multiplication
47,0,Multiplication
44,0,Multiplication
59,0,Multiplication
63,3,Multiplication
76,3,Multiplication
30,0,Multiplication
39,0,Multiplication
63,0,Multiplication
47,12,Multiplication
55,23,Multiplication
87,3,Multiplication
126,0,Multiplication
31,0,Multiplication
63,1,Multiplication
31,0,Multiplication
46,0,Multiplication
61,1,Multiplication
63,0,Multiplication
46,0,Multiplication
38,0,Multiplication
42,1,Multiplication
47,0,Multiplication
39,0,Multiplication
31,0,Multiplication
63,2,Multiplication
31,5,Multiplication
55,0,Multiplication
31,3,Multiplication
39,0,Multiplication
63,4,Multiplication
38,0,Multiplication
61,0,Multiplication
87,0,Multiplication
29,17,Multiplication
44,17,Multiplication
47,0,Multiplication
37,0,Multiplication
55,0,Multiplication
54,0,Multiplication
47,0,Meditation
43,0,Meditation
63,4,Meditation
42,0,Meditation
43,1,Meditation
47,5,Meditation
55,2,Meditation
46,0,Meditation
29,3,Meditation
39,2,Meditation
47,2,Meditation
111,1,Meditation
44,10,Meditation
76,0,Meditation
39,8,Meditation
47,9,Meditation
95,12,Meditation
44,0,Meditation
47,4,Meditation
58,0,Meditation
55,0,Meditation
59,9,Meditation
55,0,Meditation
47,0,Meditation
38,0,Meditation
47,0,Meditation
47,0,Meditation
63,4,Meditation
54,0,Meditation
63,6,Meditation
47,1,Meditation
55,0,Meditation
31,0,Meditation
42,0,Meditation
127,0,Meditation
59,0,Meditation
63,4,Meditation
125,0,Meditation
47,0,Meditation
111,0,Meditation
53,0,Meditation
95,2,Meditation
31,4,Meditation
63,0,Meditation
45,0,Meditation
46,14,Meditation
52,2,Meditation
54,0,Meditation
111,1,Meditation
31,0,Meditation
39,14,Meditation
47,20,Meditation
46,0,Meditation
63,2,Meditation
55,3,Meditation
63,2,Meditation
47,20,Meditation
63,3,Meditation
44,0,Meditation
55,0,Meditation
59,0,Meditation
47,0,Meditation
26,18,Meditation
95,2,Meditation
38,2,Meditation
78,0,Meditation
94,2,Meditation
45,0,Meditation
38,0,Meditation
45,0,Meditation
31,7,Meditation
63,0,Meditation
63,1,Meditation
39,1,Meditation
37,4,Meditation
39,0,Meditation
46,0,Meditation
43,1,Meditation
47,1,Meditation
63,0,Meditation
47,0,Meditation
31,4,Meditation
37,0,Meditation
53,15,Meditation
63,5,Meditation
53,0,Meditation
77,0,Meditation
46,3,Meditation
42,0,Meditation
63,0,Meditation
39,8,Meditation
55,0,Meditation
95,5,Meditation
47,0,Meditation
79,2,Meditation
26,0,Meditation
55,0,Meditation
42,0,Meditation
38,0,Meditation
46,3,Meditation
44,0,Meditation
79,1,Meditation
77,0,Meditation
55,0,Meditation
92,6,Meditation
31,0,Meditation
75,0,Meditation
63,0,Meditation
87,0,Meditation
60,4,Meditation
44,0,Meditation
55,0,Meditation
44,0,Meditation
55,25,Meditation
29,0,Meditation
95,23,Meditation
63,2,Meditation
46,0,Meditation
42,0,Meditation
62,0,Meditation
47,0,Meditation
43,0,Meditation
43,0,Meditation
59,2,Meditation
39,5,Meditation
63,0,Meditation
42,0,Meditation
47,0,Meditation
63,1,Meditation
63,0,Meditation
75,0,Meditation
87,0,Meditation
125,6,Meditation
31,5,Meditation
63,5,Meditation
55,13,Meditation
79,0,Meditation
42,0,Meditation
42,1,Meditation
55,10,Meditation
79,6,Meditation
60,1,Meditation
22,0,Meditation
75,0,Meditation
76,4,Meditation
47,3,Meditation
55,0,Meditation
63,0,Meditation
55,0,Meditation
63,0,Meditation
95,0,Meditation
43,0,Meditation
43,0,Meditation
31,0,Meditation
63,0,Meditation
30,0,Meditation
37,0,Meditation
61,2,Meditation
92,3,Meditation
63,0,Meditation
31,5,Meditation
39,10,Meditation
95,0,Meditation
62,2,Meditation
37,5,Meditation
63,0,Meditation
59,28,Meditation
39,0,Meditation
31,0,Meditation
43,0,Meditation
55,4,Meditation
46,1,Meditation
55,5,Meditation
63,0,Meditation
61,14,Meditation
30,0,Meditation
39,13,Meditation
39,0,Meditation
31,0,Meditation
95,2,Meditation
31,6,Meditation
62,0,Meditation
47,0,Meditation
31,0,Meditation
31,7,Meditation
95,0,Meditation
28,3,Meditation
78,0,Meditation
43,15,Meditation
127,2,Meditation
29,0,Meditation
55,5,Meditation
86,0,Meditation
79,0,Meditation
62,0,Meditation
27,0,Meditation
63,4,Meditation
63,2,Meditation
78,0,Meditation
53,15,Meditation
63,0,Meditation
46,0,Meditation
63,0,Meditation
63,0,Meditation
54,10,Meditation
75,2,Meditation
47,20,Meditation
51,0,Meditation
63,2,Meditation
63,0,Meditation
61,16,Meditation
63,0,Meditation
46,0,Meditation
59,0,Meditation
45,2,Meditation
31,0,Meditation
63,1,Meditation
63,0,Meditation
28,0,Meditation
75,4,Meditation
60,1,Meditation
45,15,Meditation
45,0,Meditation
53,13,Meditation
45,22,Meditation
59,11,Meditation
63,0,Meditation
46,0,Meditation
63,0,Meditation
47,0,Meditation
52,0,Meditation
47,1,Meditation
63,5,Meditation
59,0,Meditation
29,0,Meditation
46,0,Meditation
95,1,Meditation
79,0,Meditation
47,0,Meditation
47,0,Meditation
46,16,Meditation
54,0,Meditation
79,0,Meditation
63,1,Meditation
60,0,Meditation
38,3,Meditation
38,2,Meditation
47,8,Meditation
55,0,Meditation
45,11,Meditation
39,3,Meditation
52,15,Meditation
63,5,Meditation
61,0,Meditation
55,21,Meditation
63,0,Meditation
47,1,Meditation
95,2,Meditation
63,3,Meditation
31,3,Meditation
111,1,Meditation
31,0,Meditation
42,7,Meditation
25,3,Meditation
37,0,Meditation
111,0,Meditation
31,0,Meditation
29,3,Meditation
39,0,Meditation
29,0,Meditation
31,4,Meditation
51,1,Meditation
63,5,Meditation
62,0,Meditation
47,15,Meditation
55,3,Meditation
42,0,Meditation
47,11,Meditation
60,0,Meditation
60,27,Meditation
63,2,Meditation
47,0,Meditation
63,1,Meditation
42,5,Meditation
46,0,Meditation
63,2,Meditation
37,0,Meditation
47,22,Meditation
63,0,Meditation
31,7,Meditation
39,0,Meditation
39,2,Meditation
58,4,Meditation
47,0,Meditation
29,2,Meditation
46,19,Meditation
47,3,Meditation
79,3,Meditation
63,2,Meditation
60,0,Meditation
63,0,Meditation
39,0,Meditation
63,0,Meditation
38,0,Meditation
42,1,Meditation
79,4,Meditation
151,0,Meditation
63,0,Meditation
55,0,Meditation
31,5,Meditation
39,0,Meditation
63,4,Meditation
43,14,Meditation
61,0,Meditation
95,0,Meditation
95,0,Meditation
63,1,Meditation
31,0,Meditation
27,1,Meditation
55,0,Meditation
47,0,Meditation
63,0,Meditation
55,17,Meditation
78,0,Meditation
87,2,Meditation
27,20,Meditation
38,0,Meditation
46,18,Meditation
53,0,Meditation
29,0,Meditation
79,0,Meditation
47,0,Meditation
95,2,Meditation
61,6,Meditation
77,0,Meditation
53,0,Meditation
76,0,Meditation
47,20,Meditation
41,3,Meditation
63,0,Meditation
63,0,Meditation
39,0,Meditation
26,24,Meditation
55,0,Meditation
59,2,Meditation
42,9,Meditation
31,0,Meditation
53,0,Meditation
43,0,Meditation
44,13,Meditation
55,0,Meditation
95,1,Meditation
61,2,Meditation
126,0,Meditation
47,0,Meditation
47,22,Meditation
55,0,Meditation
127,0,Meditation
31,18,Meditation
87,1,Meditation
63,1,Meditation
54,5,Meditation
63,4,Meditation
44,0,Meditation
55,22,Meditation
47,0,Meditation
46,0,Meditation
63,0,Meditation
42,2,Meditation
41,0,Meditation
55,8,Meditation
54,2,Meditation
31,0,Meditation
76,0,Meditation
39,0,Meditation
47,0,Meditation
47,0,Meditation
37,0,Meditation
39,0,Meditation
27,27,Meditation
31,18,Meditation
25,25,Meditation
47,0,Meditation
39,0,Meditation
87,0,Meditation
127,0,Meditation
31,3,Meditation
45,0,Meditation
55,25,Meditation
31,17,Meditation
87,2,Meditation
63,6,Meditation
55,0,Meditation
31,4,Meditation
45,0,Meditation
42,0,Meditation
31,0,Meditation
29,0,Meditation
31,0,Meditation
95,0,Meditation
54,13,Meditation
95,0,Meditation
63,3,Meditation
45,0,Meditation
63,0,Meditation
29,0,Meditation
63,0,Meditation
63,0,Meditation
39,0,Meditation
127,0,Meditation
47,0,Meditation
76,4,Meditation
47,15,Meditation
45,0,Meditation
79,0,Meditation
44,0,Meditation
62,1,Meditation
47,0,Meditation
58,3,Meditation
38,0,Meditation
45,2,Meditation
60,0,Meditation
47,0,Meditation
45,0,Meditation
45,2,Meditation
29,1,Meditation
63,6,Meditation
63,1,Meditation
79,0,Meditation
87,1,Meditation
63,1,Meditation
62,0,Meditation
31,5,Meditation
60,0,Meditation
55,1,Meditation
63,0,Meditation
45,0,Meditation
52,3,Meditation
31,0,Meditation
47,0,Meditation
55,0,Meditation
95,10,Meditation
31,0,Meditation
53,0,Meditation
47,0,Meditation
31,1,Meditation
26,17,Meditation
47,2,Meditation
95,0,Meditation
58,0,Meditation
111,0,Meditation
61,0,Meditation
63,3,Meditation
54,0,Meditation
63,0,Meditation
47,19,Meditation
31,0,Meditation
78,0,Meditation
55,7,Meditation
31,9,Meditation
61,0,Meditation
47,0,Meditation
47,14,Meditation
63,0,Meditation
39,3,Meditation
79,1,Meditation
78,2,Meditation
63,2,Meditation
63,0,Meditation
27,17,Meditation
45,16,Meditation
79,4,Meditation
59,0,Meditation
63,2,Meditation
87,0,Meditation
55,8,Meditation
79,0,Meditation
31,3,Meditation
37,0,Meditation
47,16,Meditation
63,0,Meditation
95,5,Meditation
55,0,Meditation
63,9,Meditation
79,4,Meditation
63,0,Meditation
31,0,Meditation
61,0,Meditation
55,19,Meditation
47,0,Meditation
47,4,Meditation
63,2,Meditation
63,2,Meditation
62,5,Meditation
42,0,Meditation
58,29,Meditation
43,0,Meditation
45,0,Meditation
87,2,Meditation
79,0,Meditation
31,0,Meditation
63,0,Meditation
25,28,Meditation
54,0,Meditation
43,2,Meditation
63,4,Meditation
63,0,Meditation
31,0,Meditation
31,0,Meditation
47,18,Meditation
38,7,Meditation
54,0,Meditation
63,1,Meditation
39,0,Meditation
38,5,Meditation
91,0,Meditation
42,0,Meditation
45,0,Meditation
39,4,Meditation
87,0,Meditation
63,2,Meditation
79,1,Meditation
45,9,Meditation
30,0,Meditation
76,4,Meditation
55,0,Meditation
42,0,Meditation
37,0,Meditation
30,0,Meditation
63,0,Meditation
63,0,Meditation
55,17,Meditation
28,0,Meditation
62,0,Meditation
77,0,Meditation
61,26,Meditation
31,0,Meditation
42,1,Meditation
76,1,Meditation
55,0,Meditation
63,4,Meditation
63,0,Meditation
60,3,Meditation
45,19,Meditation
92,0,Meditation
63,0,Meditation
61,2,Meditation
46,0,Meditation
75,0,Meditation
26,17,Meditation
47,0,Meditation
61,2,Meditation
79,0,Meditation
21,0,Meditation
63,3,Meditation
79,0,Meditation
58,16,Meditation
63,5,Meditation
63,0,Meditation
39,9,Meditation
111,0,Meditation
62,2,Meditation
42,0,Meditation
79,1,Meditation
42,15,Meditation
29,6,Meditation
63,0,Meditation
63,4,Meditation
53,0,Meditation
39,7,Meditation
79,1,Meditation
43,0,Meditation
47,0,Meditation
31,0,Meditation
63,3,Meditation
37,0,Meditation
95,2,Meditation
55,4,Meditation
31,0,Meditation
63,0,Meditation
31,0,Meditation
87,3,Meditation
31,0,Meditation
59,3,Meditation
55,0,Meditation
27,3,Meditation
95,1,Meditation
63,0,Meditation
31,0,Meditation
95,29,Meditation
111,1,Meditation
63,0,Meditation
63,2,Meditation
30,2,Meditation
78,0,Meditation
53,0,Meditation
63,1,Meditation
43,13,Meditation
79,0,Meditation
26,17,Meditation
87,0,Meditation
31,0,Meditation
63,0,Meditation
55,6,Meditation
63,0,Meditation
95,2,Meditation
127,0,Meditation
29,0,Meditation
60,1,Meditation
55,4,Meditation
31,0,Meditation
31,0,Meditation
42,0,Meditation
63,0,Meditation
47,0,Meditation
47,3,Meditation
159,0,Meditation
79,4,Meditation
63,3,Meditation
44,0,Meditation
54,0,Meditation
63,1,Meditation
47,19,Meditation
47,0,Meditation
39,0,Meditation
58,0,Meditation
63,1,Meditation
63,0,Meditation
55,0,Meditation
62,0,Meditation
31,0,Meditation
45,0,Meditation
39,0,Meditation
61,0,Meditation
55,4,Meditation
95,1,Meditation
28,5,Meditation
119,5,Meditation
39,8,Meditation
47,9,Meditation
47,1,Meditation
63,2,Meditation
63,3,Meditation
55,5,Meditation
95,0,Meditation
63,3,Meditation
63,0,Meditation
44,0,Meditation
47,18,Meditation
62,1,Meditation
28,0,Meditation
63,0,Meditation
46,18,Meditation
42,0,Meditation
127,2,Meditation
63,0,Meditation
47,9,Meditation
44,0,Meditation
31,0,Meditation
42,14,Meditation
46,0,Meditation
78,0,Meditation
63,5,Meditation
31,7,Meditation
39,4,Meditation
47,0,Meditation
79,3,Meditation
63,0,Meditation
63,2,Meditation
31,0,Meditation
54,0,Meditation
26,0,Meditation
38,0,Meditation
47,16,Meditation
63,5,Meditation
63,1,Meditation
61,0,Meditation
126,0,Meditation
87,1,Meditation
45,0,Meditation
127,0,Meditation
79,0,Meditation
111,1,Meditation
111,1,Meditation
47,0,Meditation
63,0,Meditation
45,16,Meditation
63,1,Meditation
63,0,Meditation
31,5,Meditation
45,0,Meditation
30,3,Meditation
17,0,Meditation
43,11,Meditation
52,0,Meditation
63,1,Meditation
43,0,Meditation
63,5,Meditation
52,27,Meditation
91,3,Meditation
63,0,Meditation
39,0,Meditation
87,2,Meditation
39,0,Meditation
31,74,Meditation
71,0,Meditation
46,0,Meditation
95,4,Meditation
111,0,Meditation
31,0,Meditation
43,0,Meditation
47,26,Meditation
63,5,Meditation
60,0,Meditation
77,5,Meditation
30,17,Meditation
45,0,Meditation
45,0,Meditation
62,7,Meditation
75,2,Meditation
37,0,Meditation
31,6,Meditation
63,0,Meditation
63,0,Meditation
62,7,Meditation
59,4,Meditation
44,0,Meditation
41,8,Meditation
87,2,Meditation
63,1,Meditation
27,17,Meditation
63,0,Meditation
95,1,Meditation
63,0,Meditation
75,0,Meditation
63,2,Meditation
55,0,Meditation
79,0,Meditation
42,0,Meditation
45,0,Meditation
46,0,Meditation
63,5,Meditation
47,0,Meditation
31,1,Meditation
53,3,Meditation
58,20,Meditation
63,0,Meditation
31,0,Meditation
63,0,Meditation
29,32,Meditation
79,0,Meditation
55,25,Meditation
31,0,Meditation
93,2,Meditation
47,10,Meditation
31,0,Meditation
63,2,Meditation
39,0,Meditation
63,5,Meditation
39,7,Meditation
44,16,Meditation
47,11,Meditation
63,0,Meditation
39,0,Meditation
55,2,Meditation
39,0,Meditation
79,7,Meditation
55,7,Meditation
47,0,Meditation
42,2,Meditation
54,0,Meditation
47,10,Meditation
31,0,Meditation
78,1,Meditation
61,2,Meditation
55,0,Meditation
29,0,Meditation
55,5,Meditation
79,0,Meditation
20,1,Meditation
63,6,Meditation
31,0,Meditation
87,2,Meditation
45,0,Meditation
45,0,Meditation
63,0,Meditation
79,0,Meditation
27,2,Meditation
31,0,Meditation
55,23,Meditation
37,0,Meditation
63,0,Meditation
111,1,Meditation
59,0,Meditation
31,4,Meditation
55,0,Meditation
63,2,Meditation
60,0,Meditation
46,7,Meditation
47,19,Meditation
31,0,Meditation
29,2,Meditation
127,17,Meditation
111,3,Meditation
119,1,Meditation
95,3,Meditation
42,0,Meditation
31,0,Meditation
59,0,Meditation
95,5,Meditation
31,0,Meditation
63,0,Meditation
42,0,Meditation
25,26,Meditation
63,1,Meditation
55,0,Meditation
63,1,Meditation
55,0,Meditation
42,1,Meditation
47,0,Meditation
47,0,Meditation
45,0,Meditation
42,6,Meditation
42,0,Meditation
29,0,Meditation
47,0,Meditation
63,0,Meditation
79,3,Meditation
23,0,Meditation
63,0,Meditation
63,2,Meditation
29,0,Meditation
62,0,Meditation
30,18,Meditation
47,0,Meditation
47,0,Meditation
60,8,Meditation
63,3,Meditation
63,0,Meditation
63,4,Meditation
47,11,Meditation
55,23,Meditation
31,0,Meditation
54,2,Meditation
75,0,Meditation
38,0,Meditation
63,7,Meditation
55,0,Meditation
38,0,Meditation
62,7,Meditation
29,4,Meditation
47,0,Meditation
55,0,Meditation
47,2,Meditation
63,3,Meditation
55,0,Meditation
31,30,Meditation
54,22,Meditation
92,3,Meditation
63,7,Meditation
94,1,Meditation
59,3,Meditation
87,0,Meditation
58,2,Meditation
47,21,Meditation
52,8,Meditation
37,5,Meditation
46,0,Meditation
31,4,Meditation
38,2,Meditation
27,1,Meditation
63,2,Meditation
63,0,Meditation
46,0,Meditation
63,0,Meditation
79,0,Meditation
62,1,Meditation
46,0,Meditation
54,0,Meditation
79,0,Meditation
58,0,Meditation
31,4,Meditation
46,0,Meditation
59,1,Meditation
63,0,Meditation
61,3,Meditation
63,0,Meditation
31,0,Meditation
63,31,Meditation
31,5,Meditation
75,3,Meditation
46,14,Meditation
111,0,Meditation
63,0,Meditation
63,1,Meditation
95,1,Meditation
78,0,Meditation
46,0,Meditation
47,0,Meditation
39,0,Meditation
15,0,Meditation
43,0,Meditation
79,0,Meditation
42,1,Meditation
31,0,Meditation
31,0,Meditation
47,17,Meditation
47,20,Meditation
45,0,Meditation
127,0,Meditation
55,0,Meditation
63,0,Meditation
79,0,Meditation
78,3,Meditation
27,0,Meditation
45,0,Meditation
79,0,Meditation
31,7,Meditation
111,0,Meditation
75,3,Meditation
31,1,Meditation
45,0,Meditation
47,0,Meditation
55,4,Meditation
111,0,Meditation
28,4,Meditation
63,1,Meditation
46,0,Meditation
28,2,Meditation
54,0,Meditation
42,1,Meditation
31,2,Meditation
63,0,Meditation
47,0,Meditation
39,1,Meditation
63,4,Meditation
55,0,Meditation
55,1,Meditation
52,22,Meditation
31,0,Meditation
31,4,Meditation
31,1,Meditation
31,0,Meditation
95,0,Meditation
42,7,Meditation
27,17,Meditation
55,10,Meditation
63,0,Meditation
87,0,Meditation
28,0,Meditation
127,0,Meditation
63,0,Meditation
43,12,Meditation
63,4,Meditation
55,3,Meditation
31,0,Meditation
31,6,Meditation
54,4,Meditation
75,0,Meditation
75,1,Meditation
47,0,Meditation
47,0,Meditation
39,0,Meditation
31,8,Meditation
77,2,Meditation
77,2,Meditation
111,0,Meditation
31,4,Meditation
62,0,Meditation
78,0,Meditation
63,4,Meditation
47,0,Meditation
55,0,Meditation
47,11,Meditation
39,0,Meditation
94,3,Meditation
31,0,Meditation
127,0,Meditation
58,0,Meditation
53,2,Meditation
39,0,Meditation
58,0,Meditation
46,0,Meditation
31,3,Meditation
63,5,Meditation
111,0,Meditation
63,3,Meditation
60,0,Meditation
62,3,Meditation
39,0,Meditation
63,1,Meditation
43,0,Meditation
43,0,Meditation
45,0,Meditation
44,0,Meditation
54,0,Meditation
47,0,Meditation
60,6,Meditation
63,5,Meditation
45,19,Meditation
91,1,Multiplication
41,0,Multiplication
31,1,Multiplication
39,9,Multiplication
31,0,Multiplication
59,11,Multiplication
31,0,Multiplication
37,4,Multiplication
53,2,Multiplication
79,2,Multiplication
55,0,Multiplication
39,0,Multiplication
42,0,Multiplication
37,0,Multiplication
47,14,Multiplication
119,0,Multiplication
92,0,Multiplication
39,0,Multiplication
63,0,Multiplication
31,6,Multiplication
63,0,Multiplication
44,0,Multiplication
39,0,Multiplication
125,0,Multiplication
55,0,Multiplication
79,0,Multiplication
55,15,Multiplication
63,0,Multiplication
111,0,Multiplication
31,88,Multiplication
60,0,Multiplication
52,2,Multiplication
55,3,Multiplication
47,0,Multiplication
43,0,Multiplication
31,30,Multiplication
127,2,Multiplication
63,0,Multiplication
31,0,Multiplication
47,0,Multiplication
94,4,Multiplication
63,5,Multiplication
29,4,Multiplication
55,6,Multiplication
47,20,Multiplication
63,2,Multiplication
63,5,Multiplication
31,17,Multiplication
52,0,Multiplication
31,17,Multiplication
55,1,Multiplication
79,3,Multiplication
39,0,Multiplication
31,0,Multiplication
47,0,Multiplication
46,12,Multiplication
59,1,Multiplication
119,0,Multiplication
55,16,Multiplication
29,0,Multiplication
55,0,Multiplication
111,0,Multiplication
54,0,Multiplication
39,0,Multiplication
31,3,Multiplication
111,0,Multiplication
31,0,Multiplication
44,1,Multiplication
38,0,Multiplication
44,0,Multiplication
53,4,Multiplication
63,5,Multiplication
42,0,Multiplication
95,0,Multiplication
77,0,Multiplication
31,0,Multiplication
75,0,Multiplication
29,0,Multiplication
79,2,Multiplication
63,0,Multiplication
30,0,Multiplication
79,1,Multiplication
63,0,Multiplication
25,0,Multiplication
95,3,Multiplication
31,6,Multiplication
63,0,Multiplication
63,0,Multiplication
44,1,Multiplication
63,3,Multiplication
39,0,Multiplication
55,0,Multiplication
61,3,Multiplication
63,5,Multiplication
31,1,Multiplication
95,0,Multiplication
159,0,Multiplication
30,0,Multiplication
47,0,Multiplication
55,0,Multiplication
47,14,Multiplication
54,25,Multiplication
53,0,Multiplication
91,0,Multiplication
111,0,Multiplication
37,0,Multiplication
38,4,Multiplication
43,0,Multiplication
79,0,Multiplication
28,2,Multiplication
46,0,Multiplication
31,4,Multiplication
63,2,Multiplication
43,9,Multiplication
62,0,Multiplication
26,17,Multiplication
63,1,Multiplication
63,0,Multiplication
55,9,Multiplication
26,42,Multiplication
59,0,Multiplication
31,0,Multiplication
87,1,Multiplication
26,0,Multiplication
55,5,Multiplication
45,0,Multiplication
31,5,Multiplication
76,0,Multiplication
52,0,Multiplication
87,3,Multiplication
78,4,Multiplication
27,17,Multiplication
47,18,Multiplication
78,4,Multiplication
47,0,Multiplication
45,0,Multiplication
78,0,Multiplication
63,0,Multiplication
55,0,Multiplication
39,0,Multiplication
53,20,Multiplication
87,3,Multiplication
58,1,Multiplication
47,9,Multiplication
63,0,Multiplication
63,3,Multiplication
30,0,Multiplication
53,7,Multiplication
39,0,Multiplication
127,0,Multiplication
28,40,Multiplication
95,0,Multiplication
77,0,Multiplication
79,3,Multiplication
43,10,Multiplication
79,3,Multiplication
47,0,Multiplication
43,0,Multiplication
41,9,Multiplication
87,0,Multiplication
39,0,Multiplication
31,0,Multiplication
63,0,Multiplication
43,6,Multiplication
23,0,Multiplication
26,0,Multiplication
95,0,Multiplication
37,0,Multiplication
79,1,Multiplication
39,0,Multiplication
111,0,Multiplication
87,0,Multiplication
43,0,Multiplication
47,0,Multiplication
42,12,Multiplication
31,2,Multiplication
55,0,Multiplication
63,1,Multiplication
46,0,Multiplication
59,3,Multiplication
63,0,Multiplication
79,5,Multiplication
51,7,Multiplication
63,5,Multiplication
78,0,Multiplication
63,0,Multiplication
55,8,Multiplication
29,3,Multiplication
63,2,Multiplication
47,0,Multiplication
31,4,Multiplication
39,0,Multiplication
46,0,Multiplication
79,4,Multiplication
63,1,Multiplication
78,0,Multiplication
30,3,Multiplication
38,0,Multiplication
63,1,Multiplication
55,0,Multiplication
47,17,Multiplication
27,55,Multiplication
111,1,Multiplication
39,0,Multiplication
31,0,Multiplication
30,0,Multiplication
111,0,Multiplication
43,0,Multiplication
46,20,Multiplication
31,0,Multiplication
31,0,Multiplication
31,0,Multiplication
63,4,Multiplication
95,5,Multiplication
31,0,Multiplication
39,3,Multiplication
55,0,Multiplication
55,0,Multiplication
27,2,Multiplication
39,0,Multiplication
43,2,Multiplication
38,3,Multiplication
62,0,Multiplication
39,1,Multiplication
31,0,Multiplication
31,4,Multiplication
78,0,Multiplication
59,2,Multiplication
31,0,Multiplication
111,0,Multiplication
42,14,Multiplication
39,0,Multiplication
44,17,Multiplication
63,0,Multiplication
63,4,Multiplication
63,1,Multiplication
31,0,Multiplication
63,4,Multiplication
63,1,Multiplication
