A1HBO,A1HB,A2HBO,A2HB,A3HBO,A3HB,A4HBO,A4HB,B1HBO,B1HB,B2HBO,B2HB,B3HBO,B3HB,B4HBO,B4HB,condition,accuracy,feedback1,feedback2
5.0,5.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,junk,hundred,one,one
6.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,junk,hundred,one,one
10.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,junk,hundred,one,one
1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,junk,hundred,one,one
0.0264,0.00592,0.00503,0.001453,0.004976,0.001678,0.005276,0.001715,0.03473,0.01644,0.009354,0.002302,0.007332,0.001907,0.009289,0.003032,junk,hundred,one,one
1.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,junk,hundred,one,one
4.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,junk,hundred,one,one
0.0273,0.006343,0.004986,0.001402,0.00521,0.001786,0.005201,0.001674,0.03638,0.01664,0.009417,0.002412,0.00779,0.002005,0.009423,0.003097,junk,hundred,one,one
10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,junk,hundred,one,one
7.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,junk,hundred,one,one
1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,junk,hundred,one,one
6.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,junk,hundred,one,one
0.02655,0.006177,0.005273,0.001471,0.004977,0.001754,0.005484,0.001728,0.03615,0.01663,0.009724,0.00243,0.007576,0.001934,0.009522,0.003112,junk,hundred,one,one
8.0,4.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,junk,hundred,one,one
8.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,3.0,junk,hundred,one,one
0.02762,0.006153,0.005046,0.001474,0.005265,0.001747,0.005321,0.001749,0.03739,0.0168,0.009894,0.002456,0.008169,0.002083,0.009993,0.003157,junk,hundred,one,one
8.0,4.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,junk,hundred,one,one
5.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,junk,hundred,one,one
4.0,5.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,junk,hundred,one,one
10.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,junk,hundred,one,one
0.02783,0.006504,0.005265,0.001465,0.005214,0.001855,0.005465,0.001723,0.03723,0.01671,0.00973,0.002507,0.007786,0.001972,0.00945,0.003154,junk,hundred,one,one
10.0,5.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,junk,hundred,one,one
6.0,4.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,junk,hundred,one,one
0.02742,0.006046,0.005318,0.001515,0.005144,0.001746,0.005557,0.001786,0.03655,0.0166,0.009919,0.002417,0.007887,0.001985,0.009878,0.003144,junk,hundred,one,one
5.0,4.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,junk,hundred,one,one
5.0,4.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,junk,hundred,one,one
10.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,junk,hundred,one,one
1.0,4.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,junk,hundred,one,one
0.0283,0.006278,0.005099,0.001455,0.005356,0.001821,0.005342,0.001736,0.03728,0.0167,0.009806,0.002455,0.008144,0.002045,0.009806,0.003134,junk,hundred,one,one
1.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,junk,hundred,one,one
7.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,junk,hundred,one,one
0.02722,0.00621,0.00534,0.001457,0.005047,0.001798,0.005522,0.00172,0.03616,0.0165,0.009742,0.002442,0.007462,0.001881,0.009315,0.003112,junk,hundred,one,one
5.0,5.0,3.0,3.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,junk,hundred,one,one
8.0,5.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,junk,hundred,one,one
9.0,5.0,3.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,junk,hundred,one,one
7.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,junk,hundred,one,one
0.02701,0.005898,0.00507,0.001459,0.00515,0.001707,0.00534,0.001735,0.03611,0.01649,0.009767,0.002384,0.007928,0.001999,0.009822,0.0031,junk,hundred,one,one
7.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,junk,hundred,one,one
1.0,4.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,junk,hundred,one,one
0.02747,0.006213,0.005081,0.001392,0.005167,0.001799,0.005285,0.001669,0.03619,0.01652,0.009525,0.002406,0.007721,0.001938,0.009323,0.00308,junk,hundred,one,one
7.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,junk,hundred,one,one
10.0,4.0,1.0,3.0,2.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,junk,hundred,one,one
4.0,4.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,junk,hundred,one,one
3.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,junk,hundred,one,one
0.02644,0.005898,0.005235,0.001449,0.004939,0.001721,0.005454,0.001721,0.0352,0.01635,0.009623,0.002345,0.007475,0.001875,0.009432,0.00306,junk,hundred,one,one
2.0,5.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,junk,hundred,one,one
4.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,3.0,3.0,junk,hundred,one,one
1.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,junk,hundred,one,one
0.02779,0.00603,0.005022,0.001427,0.005204,0.001757,0.005254,0.001722,0.03552,0.01647,0.00953,0.002324,0.007594,0.001929,0.009336,0.003039,junk,hundred,one,one
4.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,junk,hundred,one,one
8.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,junk,hundred,one,one
2.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,junk,hundred,one,one
0.02736,0.006232,0.005247,0.001416,0.004995,0.001816,0.005417,0.001698,0.03473,0.01629,0.009269,0.002294,0.006781,0.001737,0.008648,0.002995,junk,hundred,one,one
9.0,5.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,junk,hundred,one,one
2.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,junk,hundred,one,one
0.02726,0.005858,0.005197,0.001459,0.005062,0.001717,0.005422,0.001753,0.03433,0.01632,0.009483,0.00223,0.007278,0.001816,0.009264,0.002975,junk,hundred,one,one
3.0,5.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,junk,hundred,one,one
2.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,junk,hundred,one,one
5.0,4.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,junk,hundred,one,one
1.0,4.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,junk,hundred,one,one
0.02841,0.006296,0.005139,0.001421,0.005262,0.001835,0.005313,0.001719,0.03525,0.01641,0.009333,0.002252,0.00727,0.001832,0.008977,0.002978,junk,hundred,one,one
10.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,junk,hundred,one,one
3.0,5.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,junk,hundred,one,one
4.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,junk,hundred,one,one
0.02761,0.006194,0.005429,0.001459,0.004993,0.001794,0.005549,0.001755,0.03433,0.01632,0.009341,0.002209,0.006447,0.001644,0.00854,0.002963,junk,hundred,one,one
3.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,junk,hundred,one,one
4.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,junk,hundred,one,one
1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,junk,hundred,one,one
0.02841,0.006131,0.005186,0.001468,0.005262,0.001771,0.005374,0.00178,0.03513,0.01645,0.009515,0.002202,0.007281,0.00181,0.009158,0.002971,junk,hundred,one,one
3.0,5.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,junk,hundred,one,one
9.0,4.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,junk,hundred,one,one
8.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,junk,hundred,one,one
0.02891,0.006581,0.005434,0.001458,0.005282,0.001903,0.005556,0.001756,0.03574,0.01648,0.009425,0.002268,0.006934,0.001737,0.008765,0.002978,junk,hundred,one,one
10.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,junk,hundred,one,one
9.0,4.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,junk,hundred,one,one
4.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,junk,hundred,one,one
0.02821,0.006177,0.005439,0.001496,0.005079,0.001777,0.005557,0.00182,0.03486,0.01638,0.009493,0.002166,0.006311,0.001632,0.008661,0.002918,junk,hundred,one,one
10.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,junk,hundred,one,one
2.0,4.0,2.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,junk,hundred,one,one
4.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,junk,hundred,one,one
0.02884,0.006357,0.00516,0.001431,0.005303,0.001815,0.005331,0.001731,0.03624,0.01646,0.009553,0.002226,0.007145,0.001779,0.009007,0.002971,junk,hundred,one,one
2.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,junk,hundred,one,one
7.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,junk,hundred,one,one
1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,junk,hundred,one,one
10.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,junk,hundred,one,one
0.02785,0.006385,0.00541,0.001432,0.004999,0.001824,0.005499,0.00174,0.0359,0.01637,0.00949,0.002231,0.006335,0.001629,0.008522,0.002965,junk,hundred,one,one
1.0,5.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,junk,hundred,one,one
8.0,5.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,junk,hundred,one,one
0.02816,0.006029,0.005195,0.001451,0.005074,0.00174,0.005349,0.001761,0.03553,0.0163,0.009574,0.002132,0.006541,0.001662,0.008783,0.002909,junk,hundred,one,one
10.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,junk,hundred,one,one
3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,junk,hundred,one,one
7.0,5.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,junk,hundred,one,one
9.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,junk,hundred,one,one
0.02835,0.006368,0.005197,0.00139,0.005138,0.001832,0.005277,0.001688,0.03616,0.01637,0.009387,0.002208,0.006693,0.001692,0.008625,0.002932,junk,hundred,one,one
4.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,junk,hundred,one,one
8.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,junk,hundred,one,one
2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,1.0,junk,hundred,one,one
0.02759,0.006115,0.005365,0.001445,0.004895,0.001754,0.00545,0.001756,0.03525,0.01619,0.009366,0.002117,0.005748,0.001503,0.008158,0.002911,junk,hundred,one,one
3.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,junk,hundred,one,one
3.0,5.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,3.0,2.0,3.0,3.0,junk,hundred,one,one
6.0,5.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,junk,hundred,one,one
0.02827,0.006081,0.005066,0.001408,0.005154,0.001752,0.005179,0.001717,0.03577,0.01622,0.009416,0.002158,0.00666,0.00169,0.008694,0.002914,junk,hundred,one,one
6.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,junk,hundred,one,one
9.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,junk,hundred,one,one
0.02769,0.006222,0.005269,0.001383,0.004961,0.001804,0.005326,0.001677,0.03561,0.01612,0.009252,0.002177,0.006051,0.001591,0.008193,0.002916,junk,hundred,one,one
4.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,junk,hundred,one,one
1.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,junk,hundred,one,one
3.0,4.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,junk,hundred,one,one
4.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,junk,hundred,one,one
0.02668,0.005739,0.005067,0.001392,0.004803,0.001653,0.00518,0.001693,0.03522,0.0161,0.00953,0.002125,0.006151,0.001569,0.008546,0.002907,junk,hundred,one,one
3.0,4.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,junk,hundred,one,one
1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,3.0,junk,hundred,one,one
1.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,junk,hundred,one,one
0.02637,0.005861,0.004728,0.001268,0.004759,0.001673,0.004827,0.00155,0.03574,0.01613,0.009315,0.002166,0.006425,0.001657,0.008433,0.002918,junk,hundred,one,one
7.0,5.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,junk,hundred,one,one
6.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,junk,hundred,one,one
9.0,5.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,junk,hundred,one,one
0.02528,0.005644,0.004967,0.00129,0.004491,0.001631,0.005018,0.001588,0.03485,0.01598,0.009212,0.002114,0.005569,0.001492,0.00796,0.002908,junk,hundred,one,one
6.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,junk,hundred,one,one
8.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,junk,hundred,one,one
0.02584,0.005529,0.004698,0.00131,0.00468,0.001599,0.004816,0.001605,0.03496,0.01605,0.009319,0.002118,0.006361,0.001647,0.008522,0.002892,junk,hundred,one,one
7.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,junk,hundred,one,one
8.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,junk,hundred,one,one
2.0,4.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,junk,hundred,one,one
2.0,4.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,junk,hundred,one,one
0.02596,0.005806,0.004847,0.001255,0.004665,0.001689,0.004879,0.001548,0.0349,0.01598,0.009061,0.002132,0.005864,0.001568,0.00799,0.002889,junk,hundred,one,one
3.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,junk,hundred,one,one
3.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,junk,hundred,one,one
8.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,junk,hundred,one,one
0.02582,0.005525,0.005003,0.001355,0.004641,0.001625,0.005098,0.001653,0.03449,0.01595,0.00939,0.002121,0.006,0.001573,0.008369,0.002917,junk,hundred,one,one
2.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,junk,hundred,one,one
4.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,junk,hundred,one,one
10.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,junk,hundred,one,one
0.02398,0.005187,0.00425,0.001122,0.004308,0.001473,0.004332,0.001393,0.034,0.0159,0.008594,0.002028,0.005688,0.001587,0.007727,0.002795,junk,hundred,one,one
1.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,junk,hundred,one,one
8.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,junk,hundred,one,one
7.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,junk,hundred,one,one
0.02237,0.005166,0.004396,0.001114,0.004049,0.001474,0.004431,0.00139,0.0333,0.01577,0.00847,0.002013,0.005361,0.001456,0.007513,0.002763,junk,hundred,one,one
10.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,junk,hundred,one,one
5.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,junk,hundred,one,one
9.0,4.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,junk,hundred,one,one
0.02404,0.005229,0.004482,0.001257,0.004363,0.00151,0.004608,0.001552,0.03406,0.01589,0.008918,0.002064,0.005989,0.001618,0.008201,0.002838,junk,hundred,one,one
10.0,5.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,junk,hundred,one,one
1.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,junk,hundred,one,one
7.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,junk,hundred,one,one
0.02711,0.005959,0.004929,0.00131,0.004853,0.001752,0.004971,0.001611,0.03508,0.01598,0.009177,0.002162,0.006011,0.001589,0.008083,0.00293,junk,hundred,one,one
6.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,junk,hundred,one,one
9.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,junk,hundred,one,one
4.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,junk,hundred,one,one
7.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,junk,hundred,one,one
0.02607,0.005657,0.005128,0.001386,0.004763,0.00166,0.005222,0.00166,0.03527,0.016,0.009516,0.00225,0.006694,0.001712,0.008844,0.002999,junk,hundred,one,one
9.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,junk,hundred,one,one
4.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,junk,hundred,one,one
0.02725,0.00585,0.004902,0.001366,0.004918,0.001697,0.004999,0.001666,0.03574,0.01608,0.009393,0.002214,0.006394,0.001716,0.008554,0.002963,junk,hundred,one,one
6.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,junk,hundred,one,one
6.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,junk,hundred,one,one
8.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,junk,hundred,one,one
0.02734,0.006157,0.005234,0.001417,0.005025,0.001815,0.005303,0.001698,0.03572,0.016,0.009319,0.002241,0.006753,0.001714,0.008668,0.002982,junk,hundred,one,one
8.0,5.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,junk,hundred,one,one
6.0,5.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,junk,hundred,one,one
7.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,junk,hundred,one,one
0.02689,0.005728,0.005137,0.001421,0.004859,0.001666,0.005251,0.001706,0.03576,0.01613,0.009377,0.002256,0.006538,0.001755,0.008733,0.003004,junk,hundred,one,one
8.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,junk,hundred,one,one
6.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,junk,hundred,one,one
9.0,4.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,junk,hundred,one,one
6.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,junk,hundred,one,one
0.02827,0.006072,0.005073,0.00138,0.00515,0.001774,0.005159,0.001655,0.0359,0.01608,0.009187,0.002213,0.006581,0.001733,0.008533,0.002941,junk,hundred,one,one
1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,junk,hundred,one,one
4.0,5.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,junk,hundred,one,one
0.02711,0.006124,0.00535,0.001474,0.004999,0.001797,0.005488,0.001739,0.03642,0.01611,0.009554,0.002349,0.007092,0.00181,0.009043,0.003088,junk,hundred,one,one
6.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,3.0,junk,hundred,one,one
2.0,4.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,3.0,junk,hundred,one,one
7.0,5.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,junk,hundred,one,one
10.0,1.0,3.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,junk,hundred,one,one
0.02938,0.006192,0.005358,0.001545,0.0053,0.001828,0.005485,0.001853,0.03631,0.01618,0.009511,0.002285,0.006652,0.00176,0.008826,0.003001,junk,hundred,one,one
4.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,junk,hundred,one,one
